icd_code,icd_version,diagnosis_title,diagnosis_key
59000,9,Chronic pyelonephritis without lesion of renal medullary necrosis,9-59000
62130,9,"Endometrial hyperplasia, unspecified",9-62130
6226,9,Hypertrophic elongation of cervix,9-6226
64390,9,"Unspecified vomiting of pregnancy, unspecified as to episode of care or not applicable",9-64390
65601,9,"Fetal-maternal hemorrhage, delivered, with or without mention of antepartum condition",9-65601
70442,9,Trichilemmal cyst,9-70442
70582,9,Fox-Fordyce disease,9-70582
7709,9,Unspecified respiratory condition of fetus and newborn,9-7709
79506,9,Papanicolaou smear of cervix with cytologic evidence of malignancy,9-79506
81212,9,Open fracture of anatomical neck of humerus,9-81212
81219,9,Other open fracture of upper end of humerus,9-81219
81305,9,Closed fracture of head of radius,9-81305
81403,9,Closed fracture of triquetral [cuneiform] bone of wrist,9-81403
86320,9,"Injury to small intestine, unspecified site, without open wound into cavity",9-86320
86346,9,"Injury to multiple sites in colon and rectum, without mention of open wound into cavity",9-86346
8743,9,"Open wound of thyroid gland, complicated",9-8743
9072,9,Late effect of spinal cord injury,9-9072
E8120,9,Other motor vehicle traffic accident involving collision with motor vehicle injuring driver of motor vehicle other than motorcycle,9-E8120
E9791,9,Terrorism involving destruction of aircraft,9-E9791
V0182,9,Exposure to SARS-associated coronavirus,9-V0182
V1040,9,"Personal history of malignant neoplasm of female genital organ, unspecified",9-V1040
0311,9,Cutaneous diseases due to other mycobacteria,9-0311
05311,9,Geniculate herpes zoster,9-05311
1175,9,Cryptococcosis,9-1175
1910,9,"Malignant neoplasm of cerebrum, except lobes and ventricles",9-1910
30303,9,"Acute alcoholic intoxication in alcoholism, in remission",9-30303
3540,9,Carpal tunnel syndrome,9-3540
5070,9,Pneumonitis due to inhalation of food or vomitus,9-5070
51636,9,Cryptogenic organizing pneumonia,9-51636
52879,9,"Other disturbances of oral epithelium, including tongue",9-52879
55100,9,"Femoral hernia with gangrene, unilateral or unspecified (not specified as recurrent)",9-55100
66710,9,"Retained portions of placenta or membranes, without hemorrhage, unspecified as to episode of care or not applicable",9-66710
67204,9,"Pyrexia of unknown origin during the puerperium, postpartum condition or complication",9-67204
6944,9,Pemphigus,9-6944
7050,9,Anhidrosis,9-7050
71900,9,"Effusion of joint, site unspecified",9-71900
75659,9,Other osteodystrophies,9-75659
80031,9,"Closed fracture of vault of skull with other and unspecified intracranial hemorrhage, with no loss of consciousness",9-80031
80054,9,"Open fracture of vault of skull without mention of intracranial injury, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",9-80054
8411,9,Ulnar collateral ligament sprain,9-8411
92310,9,Contusion of forearm,9-92310
95215,9,T7-T12 level with unspecified spinal cord injury,9-95215
96569,9,Poisoning by other antirheumatics,9-96569
E8139,9,Motor vehicle traffic accident involving collision with other vehicle injuring unspecified person,9-E8139
E8302,9,Accident to watercraft causing submersion injuring occupant of other watercraft -- crew,9-E8302
V792,9,Special screening for intellectual disabilities,9-V792
28269,9,Other sickle-cell disease with crisis,9-28269
29654,9,"Bipolar I disorder, most recent episode (or current) depressed, severe, specified as with psychotic behavior",9-29654
33905,9,Short lasting unilateral neuralgiform headache with conjunctival injection and tearing,9-33905
5264,9,Inflammatory conditions of jaw,9-5264
6220,9,Erosion and ectropion of cervix,9-6220
6387,9,Failed attempted abortion with other specified complications,9-6387
69270,9,Unspecified dermatitis due to sun,9-69270
6968,9,Other psoriasis and similar disorders,9-6968
73084,9,"Other infections involving bone in diseases classified elsewhere, hand",9-73084
E8206,9,Nontraffic accident involving motor-driven snow vehicle injuring pedal cyclist,9-E8206
E9174,9,Striking against or struck accidentally by other stationary object without subsequent fall,9-E9174
E9396,9,Psychodysleptics [hallucinogens] causing adverse effects in therapeutic use,9-E9396
E9426,9,Other antihypertensive agents causing adverse effects in therapeutic use,9-E9426
01176,9,"Tuberculous pneumothorax, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",9-01176
09886,9,Gonococcal peritonitis,9-09886
1230,9,"Taenia solium infection, intestinal form",9-1230
1301,9,Conjunctivitis due to toxoplasmosis,9-1301
27540,9,Unspecified disorder of calcium metabolism,9-27540
37410,9,"Ectropion, unspecified",9-37410
3759,9,Unspecified disorder of lacrimal system,9-3759
43814,9,"Late effects of cerebrovascular disease, fluency disorder",9-43814
43831,9,"Late effects of cerebrovascular disease, monoplegia of upper limb affecting dominant side",9-43831
45821,9,Hypotension of hemodialysis,9-45821
53530,9,"Alcoholic gastritis, without mention of hemorrhage",9-53530
7080,9,Allergic urticaria,9-7080
85306,9,"Other and unspecified intracranial hemorrhage following injury without mention of open intracranial wound, with loss of consciousness of unspecified duration",9-85306
94104,9,Burn of unspecified degree of chin,9-94104
94143,9,"Deep necrosis of underlying tissues [deep third degree] without mention of loss of a body part, of lip(s)",9-94143
9588,9,Other early complications of trauma,9-9588
99979,9,Other non-ABO incompatibility reaction,9-99979
99989,9,Other transfusion reaction,9-99989
E9050,9,Venomous snakes and lizards causing poisoning and toxic reactions,9-E9050
V392,9,"Liveborn, unspecified whether single, twin or multiple, born outside hospital and not hospitalized",9-V392
V410,9,Problems with sight,9-V410
01501,9,"Tuberculosis of vertebral column, bacteriological or histological examination not done",9-01501
2652,9,Pellagra,9-2652
30491,9,"Unspecified drug dependence, continuous",9-30491
3560,9,Hereditary peripheral neuropathy,9-3560
36583,9,Aqueous misdirection,9-36583
38531,9,Cholesteatoma of attic,9-38531
43301,9,Occlusion and stenosis of basilar artery with cerebral infarction,9-43301
4955,9,Mushroom workers' lung,9-4955
52512,9,Loss of teeth due to periodontal disease,9-52512
63511,9,"Legally induced abortion, complicated by delayed or excessive hemorrhage, incomplete",9-63511
64670,9,"Liver and biliary tract disorders in pregnancy, unspecified as to episode of care or not applicable",9-64670
71288,9,"Other specified crystal arthropathies, other specified sites",9-71288
71667,9,"Unspecified monoarthritis, ankle and foot",9-71667
78834,9,Incontinence without sensory awareness,9-78834
80504,9,Closed fracture of fourth cervical vertebra,9-80504
83662,9,"Posterior dislocation of tibia, proximal end, open",9-83662
9116,9,"Superficial foreign body (splinter) of trunk, without major open wound and without mention of infection",9-9116
9122,9,"Blister of shoulder and upper arm, without mention of infection",9-9122
9124,9,"Insect bite, nonvenomous of shoulder and upper arm, without mention of infection",9-9124
9143,9,"Blister of hand(s) except finger(s) alone, infected",9-9143
9220,9,Contusion of breast,9-9220
20302,9,"Multiple myeloma, in relapse",9-20302
2142,9,Lipoma of intrathoracic organs,9-2142
2851,9,Acute posthemorrhagic anemia,9-2851
34400,9,"Quadriplegia, unspecified",9-34400
3453,9,Grand mal status,9-3453
34672,9,"Chronic migraine without aura, without mention of intractable migraine with status migrainosus",9-34672
36227,9,"Retinopathy of prematurity, stage 5",9-36227
3699,9,Unspecified visual loss,9-3699
52108,9,Dental caries of root surface,9-52108
53120,9,"Acute gastric ulcer with hemorrhage and perforation, without mention of obstruction",9-53120
75612,9,Spondylolisthesis,9-75612
9727,9,"Poisoning by antivaricose drugs, including sclerosing agents",9-9727
9914,9,Immersion foot,9-9914
E8693,9,Accidental poisoning by lacrimogenic gas [tear gas],9-E8693
E9190,9,Accidents caused by agricultural machines,9-E9190
01612,9,"Tuberculosis of bladder, bacteriological or histological examination unknown (at present)",9-01612
05920,9,"Yatapoxvirus infection, unspecified",9-05920
1463,9,Malignant neoplasm of vallecula epiglottica,9-1463
1659,9,Malignant neoplasm of ill-defined sites within the respiratory system,9-1659
20298,9,"Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue, lymph nodes of multiple sites",9-20298
30252,9,Trans-sexualism with homosexual history,9-30252
30571,9,"Amphetamine or related acting sympathomimetic abuse, continuous",9-30571
34691,9,"Migraine, unspecified, with intractable migraine, so stated, without mention of status migrainosus",9-34691
37860,9,"Mechanical strabismus, unspecified",9-37860
6169,9,"Unspecified inflammatory disease of cervix, vagina, and vulva",9-6169
64261,9,"Eclampsia, delivered, with or without mention of antepartum condition",9-64261
65170,9,"Multiple gestation following (elective) fetal reduction, unspecified as to episode of care or not applicable",9-65170
69511,9,Erythema multiforme minor,9-69511
71850,9,"Ankylosis of joint, site unspecified",9-71850
7231,9,Cervicalgia,9-7231
80603,9,Closed fracture of C1-C4 level with central cord syndrome,9-80603
82531,9,Open fracture of astragalus,9-82531
9809,9,Toxic effect of unspecified alcohol,9-9809
01146,9,"Tuberculous fibrosis of lung, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",9-01146
32302,9,Myelitis in viral diseases classified elsewhere,9-32302
32351,9,Encephalitis and encephalomyelitis following immunization procedures,9-32351
65393,9,"Unspecified disproportion, antepartum condition or complication",9-65393
67680,9,"Other disorders of lactation, unspecified as to episode of care or not applicable",9-67680
71150,9,"Arthropathy associated with other viral diseases, site unspecified",9-71150
71635,9,"Climacteric arthritis, pelvic region and thigh",9-71635
8408,9,Sprains and strains of other specified sites of shoulder and upper arm,9-8408
85255,9,"Extradural hemorrhage following injury with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level",9-85255
8822,9,"Open wound of hand except finger(s) alone, with tendon involvement",9-8822
95893,9,Traumatic compartment syndrome of abdomen,9-95893
E8411,9,"Accident to powered aircraft, other and unspecified, injuring occupant of military aircraft, any",9-E8411
E8710,9,Foreign object left in body during surgical operation,9-E8710
V442,9,Ileostomy status,9-V442
00845,9,Intestinal infection due to Clostridium difficile,9-00845
0771,9,Epidemic keratoconjunctivitis,9-0771
0940,9,Tabes dorsalis,9-0940
09881,9,Gonococcal keratosis (blennorrhagica),9-09881
37064,9,Ghost vessels (corneal),9-37064
37871,9,Duane's syndrome,9-37871
4412,9,Thoracic aneurysm without mention of rupture,9-4412
5732,9,Hepatitis in other infectious diseases classified elsewhere,9-5732
6145,9,"Acute or unspecified pelvic peritonitis, female",9-6145
64680,9,"Other specified complications of pregnancy, unspecified as to episode of care or not applicable",9-64680
71115,9,"Arthropathy associated with Reiter's disease and nonspecific urethritis, pelvic region and thigh",9-71115
72769,9,Nontraumatic rupture of other tendon,9-72769
79678,9,Unsatisfactory anal cytology smear,9-79678
80609,9,Closed fracture of C5-C7 level with other specified spinal cord injury,9-80609
85302,9,"Other and unspecified intracranial hemorrhage following injury without mention of open intracranial wound, with brief [less than one hour] loss of consciousness",9-85302
9510,9,Injury to oculomotor nerve,9-9510
9529,9,Unspecified site of spinal cord injury without evidence of spinal bone injury,9-9529
9824,9,Toxic effect of nitroglycol,9-9824
99982,9,Extravasation of other vesicant agent,9-99982
V1542,9,History of emotional abuse,9-V1542
V778,9,Screening for obesity,9-V778
01105,9,"Tuberculosis of lung, infiltrative, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",9-01105
01233,9,"Tuberculous laryngitis, tubercle bacilli found (in sputum) by microscopy",9-01233
0308,9,Other specified leprosy,9-0308
05910,9,"Parapoxvirus infection, unspecified",9-05910
1733,9,Other malignant neoplasm of skin of other and unspecified parts of face,9-1733
29389,9,"Other specified transient mental disorders due to conditions classified elsewhere, other",9-29389
2984,9,Psychogenic paranoid psychosis,9-2984
65380,9,"Disproportion of other origin, unspecified as to episode of care or not applicable",9-65380
7322,9,Nontraumatic slipped upper femoral epiphysis,9-7322
74363,9,Other specified congenital anomalies of eyelid,9-74363
