diagnosis_key,icd_code,icd_version,diagnosis_title
10-T447X3S,T447X3S,10,"Poisoning by beta-adrenoreceptor antagonists, assault, sequela"
10-T501,T501,10,"Poisoning by, adverse effect of and underdosing of loop [high-ceiling] diuretics"
10-T501X1S,T501X1S,10,"Poisoning by loop [high-ceiling] diuretics, accidental (unintentional), sequela"
10-T501X4,T501X4,10,"Poisoning by loop [high-ceiling] diuretics, undetermined"
10-T618X4D,T618X4D,10,"Toxic effect of other seafood, undetermined, subsequent encounter"
10-T65833,T65833,10,"Toxic effect of fiberglass, assault"
10-T677XXS,T677XXS,10,"Heat edema, sequela"
10-V749XXD,V749XXD,10,"Unspecified occupant of bus injured in collision with heavy transport vehicle or bus in traffic accident, subsequent encounter"
10-W274,W274,10,Contact with kitchen utensil
10-X738XXA,X738XXA,10,"Intentional self-harm by other larger firearm discharge, initial encounter"
10-Y289,Y289,10,"Contact with unspecified sharp object, undetermined intent"
10-Y35192D,Y35192D,10,"Legal intervention involving other explosives, bystander injured, subsequent encounter"
10-Y35392,Y35392,10,"Legal intervention involving other blunt objects, bystander injured"
10-Y35493S,Y35493S,10,"Legal intervention involving other sharp objects, suspect injured, sequela"
10-Y791,Y791,10,Therapeutic (nonsurgical) and rehabilitative orthopedic devices associated with adverse incidents
10-Y843,Y843,10,"Shock therapy as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure"
10-Z042,Z042,10,Encounter for examination and observation following work accident
10-Z282,Z282,10,Immunization not carried out because of patient decision for other and unspecified reason
10-A403,A403,10,Sepsis due to Streptococcus pneumoniae
10-A9232,A9232,10,West Nile virus infection with other neurologic manifestation
10-A930,A930,10,Oropouche virus disease
10-B465,B465,10,"Mucormycosis, unspecified"
10-C119,C119,10,"Malignant neoplasm of nasopharynx, unspecified"
10-D8685,D8685,10,Sarcoid myocarditis
10-E11341,E11341,10,Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema
10-E113543,E113543,10,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, bilateral"
10-E612,E612,10,Magnesium deficiency
10-G40111,G40111,10,"Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with simple partial seizures, intractable, with status epilepticus"
10-H04569,H04569,10,Stenosis of unspecified lacrimal punctum
10-H18049,H18049,10,"Kayser-Fleischer ring, unspecified eye"
10-H26039,H26039,10,"Infantile and juvenile nuclear cataract, unspecified eye"
10-H44812,H44812,10,"Hemophthalmos, left eye"
10-H7192,H7192,10,"Unspecified cholesteatoma, left ear"
10-K08403,K08403,10,"Partial loss of teeth, unspecified cause, class III"
10-K55059,K55059,10,"Acute (reversible) ischemia of intestine, part and extent unspecified"
10-L858,L858,10,Other specified epidermal thickening
10-M0763,M0763,10,"Enteropathic arthropathies, wrist"
10-M2553,M2553,10,Pain in wrist
10-M4812,M4812,10,"Ankylosing hyperostosis [Forestier], cervical region"
10-M5023,M5023,10,"Other cervical disc displacement, cervicothoracic region"
10-M60159,M60159,10,"Interstitial myositis, unspecified thigh"
10-M80019,M80019,10,"Age-related osteoporosis with current pathological fracture, unspecified shoulder"
10-M80019K,M80019K,10,"Age-related osteoporosis with current pathological fracture, unspecified shoulder, subsequent encounter for fracture with nonunion"
10-M8434,M8434,10,"Stress fracture, hand and fingers"
10-M8547,M8547,10,"Solitary bone cyst, ankle and foot"
10-M93922,M93922,10,"Osteochondropathy, unspecified, left upper arm"
10-M94259,M94259,10,"Chondromalacia, unspecified hip"
10-O037,O037,10,Embolism following complete or unspecified spontaneous abortion
10-O326XX3,O326XX3,10,"Maternal care for compound presentation, fetus 3"
10-O336XX5,O336XX5,10,"Maternal care for disproportion due to hydrocephalic fetus, fetus 5"
10-O360912,O360912,10,"Maternal care for other rhesus isoimmunization, first trimester, fetus 2"
10-O3663,O3663,10,"Maternal care for excessive fetal growth, third trimester"
10-S0411,S0411,10,"Injury of oculomotor nerve, right side"
10-S06350A,S06350A,10,"Traumatic hemorrhage of left cerebrum without loss of consciousness, initial encounter"
10-S12530S,S12530S,10,"Unspecified traumatic displaced spondylolisthesis of sixth cervical vertebra, sequela"
10-S12631,S12631,10,Unspecified traumatic nondisplaced spondylolisthesis of seventh cervical vertebra
10-S14145A,S14145A,10,"Brown-Sequard syndrome at C5 level of cervical spinal cord, initial encounter"
10-S14155,S14155,10,Other incomplete lesion at C5 level of cervical spinal cord
10-S233,S233,10,Sprain of ligaments of thoracic spine
10-S27802S,S27802S,10,"Contusion of diaphragm, sequela"
10-S31119,S31119,10,"Laceration without foreign body of abdominal wall, unspecified quadrant without penetration into peritoneal cavity"
10-S31124,S31124,10,"Laceration of abdominal wall with foreign body, left lower quadrant without penetration into peritoneal cavity"
10-S39012D,S39012D,10,"Strain of muscle, fascia and tendon of lower back, subsequent encounter"
10-S40279S,S40279S,10,"Other superficial bite of unspecified shoulder, sequela"
10-S41022A,S41022A,10,"Laceration with foreign body of left shoulder, initial encounter"
10-S42131P,S42131P,10,"Displaced fracture of coracoid process, right shoulder, subsequent encounter for fracture with malunion"
10-S42132S,S42132S,10,"Displaced fracture of coracoid process, left shoulder, sequela"
10-S42293K,S42293K,10,"Other displaced fracture of upper end of unspecified humerus, subsequent encounter for fracture with nonunion"
10-S42447G,S42447G,10,"Incarcerated fracture (avulsion) of medial epicondyle of right humerus, subsequent encounter for fracture with delayed healing"
10-S45399,S45399,10,"Other specified injury of superficial vein at shoulder and upper arm level, unspecified arm"
10-S46802,S46802,10,"Unspecified injury of other muscles, fascia and tendons at shoulder and upper arm level, left arm"
10-S49102D,S49102D,10,"Unspecified physeal fracture of lower end of humerus, left arm, subsequent encounter for fracture with routine healing"
10-S52045R,S52045R,10,"Nondisplaced fracture of coronoid process of left ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
10-S52124M,S52124M,10,"Nondisplaced fracture of head of right radius, subsequent encounter for open fracture type I or II with nonunion"
10-S52271,S52271,10,Monteggia's fracture of right ulna
10-S52342J,S52342J,10,"Displaced spiral fracture of shaft of radius, left arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
10-S5659,S5659,10,"Other injury of other extensor muscle, fascia and tendon at forearm level"
10-S58029D,S58029D,10,"Partial traumatic amputation at elbow level, unspecified arm, subsequent encounter"
10-S59099P,S59099P,10,"Other physeal fracture of lower end of ulna, unspecified arm, subsequent encounter for fracture with malunion"
10-S60352,S60352,10,Superficial foreign body of left thumb
10-S60929S,S60929S,10,"Unspecified superficial injury of unspecified hand, sequela"
10-S62152A,S62152A,10,"Displaced fracture of hook process of hamate [unciform] bone, left wrist, initial encounter for closed fracture"
10-S62245S,S62245S,10,"Nondisplaced fracture of shaft of first metacarpal bone, left hand, sequela"
10-S62348B,S62348B,10,"Nondisplaced fracture of base of other metacarpal bone, initial encounter for open fracture"
10-S65912D,S65912D,10,"Laceration of unspecified blood vessel at wrist and hand level of left arm, subsequent encounter"
10-S66326D,S66326D,10,"Laceration of extensor muscle, fascia and tendon of right little finger at wrist and hand level, subsequent encounter"
10-S72032J,S72032J,10,"Displaced midcervical fracture of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
10-S72033E,S72033E,10,"Displaced midcervical fracture of unspecified femur, subsequent encounter for open fracture type I or II with routine healing"
10-S72144N,S72144N,10,"Nondisplaced intertrochanteric fracture of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
10-S72323,S72323,10,Displaced transverse fracture of shaft of unspecified femur
10-S72346E,S72346E,10,"Nondisplaced spiral fracture of shaft of unspecified femur, subsequent encounter for open fracture type I or II with routine healing"
10-S7522,S7522,10,Major laceration of greater saphenous vein at hip and thigh level
10-S80911S,S80911S,10,"Unspecified superficial injury of right knee, sequela"
10-S81801A,S81801A,10,"Unspecified open wound, right lower leg, initial encounter"
10-S82141F,S82141F,10,"Displaced bicondylar fracture of right tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
10-S82144D,S82144D,10,"Nondisplaced bicondylar fracture of right tibia, subsequent encounter for closed fracture with routine healing"
10-S82155D,S82155D,10,"Nondisplaced fracture of left tibial tuberosity, subsequent encounter for closed fracture with routine healing"
10-S82222E,S82222E,10,"Displaced transverse fracture of shaft of left tibia, subsequent encounter for open fracture type I or II with routine healing"
10-S82241H,S82241H,10,"Displaced spiral fracture of shaft of right tibia, subsequent encounter for open fracture type I or II with delayed healing"
10-S82446H,S82446H,10,"Nondisplaced spiral fracture of shaft of unspecified fibula, subsequent encounter for open fracture type I or II with delayed healing"
10-S82812P,S82812P,10,"Torus fracture of upper end of left fibula, subsequent encounter for fracture with malunion"
10-S8291XR,S8291XR,10,"Unspecified fracture of right lower leg, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
10-S89391G,S89391G,10,"Other physeal fracture of lower end of right fibula, subsequent encounter for fracture with delayed healing"
10-S8980XA,S8980XA,10,"Other specified injuries of unspecified lower leg, initial encounter"
10-S99211G,S99211G,10,"Salter-Harris Type I physeal fracture of phalanx of right toe, subsequent encounter for fracture with delayed healing"
10-T24219,T24219,10,Burn of second degree of unspecified thigh
10-T2542,T2542,10,Corrosion of unspecified degree of foot
10-T272XXS,T272XXS,10,"Burn of other parts of respiratory tract, sequela"
10-T360,T360,10,"Poisoning by, adverse effect of and underdosing of penicillins"
10-T366X5A,T366X5A,10,"Adverse effect of rifampicins, initial encounter"
10-T374X3,T374X3,10,"Poisoning by anthelminthics, assault"
10-T38895,T38895,10,Adverse effect of other hormones and synthetic substitutes
10-T43293,T43293,10,"Poisoning by other antidepressants, assault"
10-T43295A,T43295A,10,"Adverse effect of other antidepressants, initial encounter"
10-T440X6A,T440X6A,10,"Underdosing of anticholinesterase agents, initial encounter"
10-T483X2S,T483X2S,10,"Poisoning by antitussives, intentional self-harm, sequela"
10-T50A25A,T50A25A,10,"Adverse effect of mixed bacterial vaccines without a pertussis component, initial encounter"
10-T63414D,T63414D,10,"Toxic effect of venom of centipedes and venomous millipedes, undetermined, subsequent encounter"
10-T8119XD,T8119XD,10,"Other postprocedural shock, subsequent encounter"
10-T85828,T85828,10,"Fibrosis due to other internal prosthetic devices, implants and grafts"
10-V0112XA,V0112XA,10,"Pedestrian on skateboard injured in collision with pedal cycle in traffic accident, initial encounter"
10-V0490XS,V0490XS,10,"Pedestrian on foot injured in collision with heavy transport vehicle or bus, unspecified whether traffic or nontraffic accident, sequela"
10-W208,W208,10,"Other cause of strike by thrown, projected or falling object"
10-W90,W90,10,Exposure to other nonionizing radiation
10-Y37121S,Y37121S,10,"Military operations involving destruction of aircraft due to collision with other aircraft, civilian, sequela"
10-Y832,Y832,10,"Surgical operation with anastomosis, bypass or graft as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure"
10-Y93C9,Y93C9,10,"Activity, other involving computer technology and electronic devices"
10-C4A59,C4A59,10,Merkel cell carcinoma of other part of trunk
10-F151,F151,10,Other stimulant abuse
10-G4041,G4041,10,"Other generalized epilepsy and epileptic syndromes, intractable"
10-H10431,H10431,10,"Chronic follicular conjunctivitis, right eye"
10-H16431,H16431,10,"Localized vascularization of cornea, right eye"
10-H61023,H61023,10,"Chronic perichondritis of external ear, bilateral"
10-I82533,I82533,10,"Chronic embolism and thrombosis of popliteal vein, bilateral"
10-J8482,J8482,10,Adult pulmonary Langerhans cell histiocytosis
10-L89819,L89819,10,"Pressure ulcer of head, unspecified stage"
10-M02129,M02129,10,"Postdysenteric arthropathy, unspecified elbow"
10-M0637,M0637,10,"Rheumatoid nodule, ankle and foot"
10-M1A00,M1A00,10,"Idiopathic chronic gout, unspecified site"
10-M205X,M205X,10,Other deformities of toe(s) (acquired)
10-M21339,M21339,10,"Wrist drop, unspecified wrist"
10-M2336,M2336,10,"Other meniscus derangements, other lateral meniscus"
10-M25151,M25151,10,"Fistula, right hip"
10-M7963,M7963,10,Pain in forearm
10-M87833,M87833,10,Other osteonecrosis of unspecified radius
10-M94272,M94272,10,"Chondromalacia, left ankle and joints of left foot"
10-M965,M965,10,Postradiation scoliosis
10-O2432,O2432,10,Unspecified pre-existing diabetes mellitus in childbirth
